sample_id,predicted_label,confidence,primary_evidence,reviewer_flag
g8_public_test__000123,fake,0.998359,image_text_relation,False
g8_public_test__000124,fake,0.987861,text,False
g8_public_test__000125,real,0.996672,image_text_relation,False
g8_public_test__000126,fake,0.999239,image_text_relation,False
g8_public_test__000127,fake,0.999299,image_text_relation,False
g8_public_test__000128,fake,0.995649,text,False
g8_public_test__000129,fake,0.993447,image,False
g8_public_test__000130,real,0.997628,image_text_relation,False
g8_public_test__000131,fake,0.999298,image_text_relation,True
g8_public_test__000132,fake,0.999059,image_text_relation,False
g8_public_test__000133,real,0.988152,image,False
g8_public_test__000134,real,0.92571,image,True
g8_public_test__000135,fake,0.999255,image_text_relation,False
g8_public_test__000136,real,0.997304,image,False
g8_public_test__000137,real,0.997336,image,False
g8_public_test__000138,fake,0.999307,image_text_relation,False
g8_public_test__000139,fake,0.999213,image_text_relation,False
g8_public_test__000140,fake,0.998365,image,False
g8_public_test__000141,fake,0.57027,uncertain,True
g8_public_test__000142,real,0.996782,image,False
g8_public_test__000143,fake,0.983221,image_text_relation,False
g8_public_test__000144,real,0.997266,image,False
g8_public_test__000145,fake,0.999473,image_text_relation,False
g8_public_test__000146,real,0.997527,image,False
g8_public_test__000147,fake,0.986741,image_text_relation,False
g8_public_test__000148,real,0.997454,image_text_relation,False
g8_public_test__000149,fake,0.998596,image_text_relation,False
g8_public_test__000150,fake,0.99928,image_text_relation,False
g8_public_test__000151,fake,0.998617,image_text_relation,False
g8_public_test__000152,real,0.99723,image,False
g8_public_test__000153,fake,0.998326,image,False
g8_public_test__000154,fake,0.999293,image_text_relation,False
g8_public_test__000155,real,0.99607,image_text_relation,False
g8_public_test__000156,fake,0.999307,image_text_relation,False
g8_public_test__000157,fake,0.652979,text,True
g8_public_test__000158,fake,0.967837,image,False
g8_public_test__000159,fake,0.999212,image_text_relation,False
g8_public_test__000160,real,0.997499,image_text_relation,False
g8_public_test__000161,real,0.88612,image,False
g8_public_test__000162,fake,0.991,image_text_relation,False
g8_public_test__000163,real,0.996981,image_text_relation,False
g8_public_test__000164,fake,0.999288,image_text_relation,False
g8_public_test__000165,fake,0.842247,image,False
g8_public_test__000166,real,0.997652,image_text_relation,False
g8_public_test__000167,fake,0.997944,image,False
g8_public_test__000168,fake,0.933788,text,False
g8_public_test__000169,real,0.996887,image,False
g8_public_test__000170,fake,0.999356,image_text_relation,False
g8_public_test__000171,fake,0.649399,image,True
g8_public_test__000172,fake,0.999412,image_text_relation,False
g8_public_test__000173,fake,0.999132,image_text_relation,True
g8_public_test__000174,real,0.942272,image_text_relation,False
g8_public_test__000175,fake,0.814327,image,False
g8_public_test__000176,fake,0.999468,image_text_relation,False
g8_public_test__000177,fake,0.999416,image_text_relation,False
g8_public_test__000178,real,0.997578,image,False
g8_public_test__000179,fake,0.847336,text,False
g8_public_test__000180,real,0.99752,image,False
g8_public_test__000181,fake,0.827276,image_text_relation,False
g8_public_test__000182,real,0.905737,image,True
g8_public_test__000183,real,0.997491,image,False
g8_public_test__000184,fake,0.995029,image_text_relation,False
g8_public_test__000185,fake,0.999053,image_text_relation,False
g8_public_test__000186,real,0.997305,image_text_relation,False
g8_public_test__000187,fake,0.99938,image_text_relation,False
g8_public_test__000188,real,0.996749,image,True
g8_public_test__000189,fake,0.758605,image,False
g8_public_test__000190,real,0.968657,image_text_relation,False
g8_public_test__000191,real,0.997628,image,False
g8_public_test__000192,fake,0.999274,image_text_relation,True
g8_public_test__000193,fake,0.999215,image_text_relation,False
g8_public_test__000194,real,0.995617,image,True
g8_public_test__000195,real,0.997252,image_text_relation,False
g8_public_test__000196,real,0.881297,text,False
g8_public_test__000197,fake,0.999306,image_text_relation,False
g8_public_test__000198,real,0.997966,image_text_relation,False
g8_public_test__000199,fake,0.998932,image,False
g8_public_test__000200,real,0.784817,image,False
g8_public_test__000201,fake,0.999298,image_text_relation,False
g8_public_test__000202,real,0.930526,image,False
g8_public_test__000203,real,0.997169,image_text_relation,False
g8_public_test__000204,fake,0.990933,image,False
g8_public_test__000205,fake,0.998038,image_text_relation,False
g8_public_test__000206,fake,0.998034,image_text_relation,False
g8_public_test__000207,fake,0.99809,image_text_relation,False
g8_public_test__000208,real,0.976416,image,True
g8_public_test__000209,fake,0.906239,image_text_relation,False
g8_public_test__000210,real,0.997627,image,False
g8_public_test__000211,fake,0.999265,image_text_relation,False
g8_public_test__000212,real,0.993188,image_text_relation,False
g8_public_test__000213,fake,0.998929,image_text_relation,False
g8_public_test__000214,real,0.997367,image,False
g8_public_test__000215,fake,0.999327,image_text_relation,False
g8_public_test__000216,real,0.996972,image_text_relation,False
g8_public_test__000217,fake,0.998441,image_text_relation,False
g8_public_test__000218,real,0.997266,image,False
g8_public_test__000219,fake,0.99117,image_text_relation,False
g8_public_test__000220,fake,0.992783,image_text_relation,False
g8_public_test__000221,fake,0.920965,text,False
g8_public_test__000222,real,0.565062,uncertain,True
g8_public_test__000223,fake,0.998471,image_text_relation,False
g8_public_test__000224,fake,0.990804,image_text_relation,False
g8_public_test__000225,real,0.997013,image,False
g8_public_test__000226,real,0.997601,image_text_relation,False
g8_public_test__000227,real,0.997281,image_text_relation,False
g8_public_test__000228,real,0.997161,image,False
g8_public_test__000229,fake,0.999278,image_text_relation,True
g8_public_test__000230,fake,0.99872,image_text_relation,False
g8_public_test__000231,fake,0.999269,image_text_relation,False
g8_public_test__000232,real,0.997533,image,False
g8_public_test__000233,fake,0.999339,image_text_relation,False
g8_public_test__000234,fake,0.982243,image_text_relation,False
g8_public_test__000235,fake,0.988779,image_text_relation,False
g8_public_test__000236,fake,0.870347,image,False
g8_public_test__000237,fake,0.999503,image_text_relation,False
g8_public_test__000238,fake,0.997027,image,False
g8_public_test__000239,real,0.996442,image_text_relation,False
g8_public_test__000240,fake,0.999083,image_text_relation,False
g8_public_test__000241,real,0.996834,image_text_relation,False
g8_public_test__000242,real,0.997479,image_text_relation,False
g8_public_test__000243,fake,0.997822,image_text_relation,False
g8_public_test__000244,real,0.997323,image_text_relation,False
g8_public_test__000245,fake,0.999492,image_text_relation,False
g8_public_test__000246,fake,0.999306,image_text_relation,False
g8_public_test__000247,fake,0.999375,image_text_relation,False
g8_public_test__000248,fake,0.999259,image_text_relation,False
g8_public_test__000249,real,0.997561,image,False
g8_public_test__000250,real,0.992722,image_text_relation,False
g8_public_test__000251,real,0.997033,image,False
g8_public_test__000252,fake,0.999394,image_text_relation,False
g8_public_test__000253,real,0.997394,image_text_relation,False
g8_public_test__000254,fake,0.576978,uncertain,True
g8_public_test__000255,fake,0.884583,image,True
g8_public_test__000256,real,0.997435,image,True
g8_public_test__000257,real,0.998096,image_text_relation,False
g8_public_test__000258,real,0.99607,image,False
g8_public_test__000259,fake,0.998497,image,False
g8_public_test__000260,real,0.998047,image_text_relation,False
g8_public_test__000261,fake,0.729309,text,True
g8_public_test__000262,fake,0.998217,image_text_relation,False
g8_public_test__000263,fake,0.999299,image_text_relation,False
g8_public_test__000264,fake,0.988539,image,False
g8_public_test__000265,fake,0.999326,image_text_relation,False
g8_public_test__000266,real,0.997492,image_text_relation,False
g8_public_test__000267,fake,0.999034,image_text_relation,False
g8_public_test__000268,real,0.997105,image,False
g8_public_test__000269,real,0.997436,image,False
g8_public_test__000270,fake,0.997719,image_text_relation,False
g8_public_test__000271,real,0.991464,image,False
g8_public_test__000272,fake,0.999259,image_text_relation,False
g8_public_test__000273,fake,0.999258,image_text_relation,False
g8_public_test__000274,real,0.961605,image,True
g8_public_test__000275,real,0.99722,image_text_relation,False
g8_public_test__000276,fake,0.979013,text,False
g8_public_test__000277,real,0.996551,image_text_relation,False
g8_public_test__000278,real,0.997663,image,False
g8_public_test__000279,fake,0.999302,image_text_relation,False
g8_public_test__000280,real,0.982607,image,True
g8_public_test__000281,real,0.997121,image_text_relation,False
g8_public_test__000282,fake,0.998807,image_text_relation,False
g8_public_test__000283,fake,0.999291,image_text_relation,False
g8_public_test__000284,real,0.991603,text,False
g8_public_test__000285,fake,0.996516,image_text_relation,False
g8_public_test__000286,real,0.995418,image_text_relation,False
g8_public_test__000287,real,0.996904,image_text_relation,False
g8_public_test__000288,real,0.952985,image_text_relation,False
g8_public_test__000289,fake,0.998021,image,False
g8_public_test__000290,real,0.996979,image,False
g8_public_test__000291,fake,0.999199,image_text_relation,False
g8_public_test__000292,fake,0.999421,image_text_relation,False
g8_public_test__000293,fake,0.998273,image_text_relation,False
g8_public_test__000294,real,0.997072,image_text_relation,False
g8_public_test__000295,real,0.996624,image,False
g8_public_test__000296,fake,0.999333,image_text_relation,False
g8_public_test__000297,real,0.996546,image,True
g8_public_test__000298,real,0.99766,image_text_relation,False
g8_public_test__000299,fake,0.92455,image,True
g8_public_test__000300,fake,0.99926,image_text_relation,True
g8_public_test__000301,real,0.997018,image_text_relation,False
g8_public_test__000302,fake,0.999058,image_text_relation,False
g8_public_test__000303,fake,0.999209,image_text_relation,False
g8_public_test__000304,fake,0.999458,image_text_relation,False
g8_public_test__000305,fake,0.997028,image,True
g8_public_test__000306,real,0.997032,image_text_relation,False
g8_public_test__000307,real,0.891478,image,True
g8_public_test__000308,fake,0.999302,image_text_relation,False
g8_public_test__000309,fake,0.999247,image_text_relation,False
g8_public_test__000310,real,0.996964,image,True
g8_public_test__000311,fake,0.999212,image_text_relation,True
g8_public_test__000312,real,0.993588,image_text_relation,False
g8_public_test__000313,fake,0.853987,image_text_relation,False
g8_public_test__000314,real,0.99645,image_text_relation,False
g8_public_test__000315,fake,0.999292,image_text_relation,False
g8_public_test__000316,fake,0.998308,image,False
g8_public_test__000317,fake,0.992861,image,True
g8_public_test__000318,real,0.997085,image,False
g8_public_test__000319,fake,0.991494,image_text_relation,False
g8_public_test__000320,fake,0.999325,image_text_relation,True
g8_public_test__000321,real,0.99655,image,False
g8_public_test__000322,fake,0.999302,image_text_relation,False
g8_public_test__000323,fake,0.999286,image_text_relation,False
g8_public_test__000324,real,0.997094,image_text_relation,False
g8_public_test__000325,real,0.996772,image_text_relation,False
g8_public_test__000326,real,0.997576,image_text_relation,False
g8_public_test__000327,fake,0.999301,image_text_relation,False
g8_public_test__000328,fake,0.999302,image_text_relation,False
g8_public_test__000329,real,0.997364,image,False
g8_public_test__000330,fake,0.711824,image,True
g8_public_test__000331,fake,0.999328,image_text_relation,False
g8_public_test__000332,fake,0.999386,image_text_relation,False
g8_public_test__000333,real,0.997459,image_text_relation,False
g8_public_test__000334,real,0.997436,image_text_relation,False
g8_public_test__000335,real,0.995738,image,True
g8_public_test__000336,real,0.997527,image,False
g8_public_test__000337,real,0.997623,image_text_relation,False
g8_public_test__000338,real,0.800326,image,True
g8_public_test__000339,real,0.995854,image,False
g8_public_test__000340,fake,0.999456,image_text_relation,False
g8_public_test__000341,fake,0.999274,image_text_relation,True
g8_public_test__000342,fake,0.999334,image_text_relation,True
g8_public_test__000343,real,0.995015,image,True
g8_public_test__000344,real,0.848647,image_text_relation,False
g8_public_test__000345,fake,0.999548,image_text_relation,False
g8_public_test__000346,fake,0.999249,image_text_relation,False
g8_public_test__000347,real,0.889709,text,False
g8_public_test__000348,fake,0.99921,image_text_relation,False
g8_public_test__000349,fake,0.999301,image_text_relation,False
g8_public_test__000350,real,0.997252,image,False
g8_public_test__000351,fake,0.665446,image,True
g8_public_test__000352,real,0.997533,image,False
g8_public_test__000353,real,0.996979,image,False
g8_public_test__000354,real,0.996012,image,False
g8_public_test__000355,fake,0.985579,image,True
g8_public_test__000356,real,0.997108,image_text_relation,False
g8_public_test__000357,fake,0.999308,image_text_relation,False
g8_public_test__000358,fake,0.999337,image_text_relation,False
g8_public_test__000359,fake,0.997952,image_text_relation,False
g8_public_test__000360,fake,0.997817,image_text_relation,False
g8_public_test__000361,fake,0.999306,image_text_relation,False
g8_public_test__000362,fake,0.998047,image_text_relation,False
g8_public_test__000363,fake,0.999365,image_text_relation,False
g8_public_test__000364,fake,0.846267,image,True
g8_public_test__000365,real,0.997766,image,False
g8_public_test__000366,fake,0.999276,image_text_relation,False
g8_public_test__000367,real,0.998239,image_text_relation,False
g8_public_test__000368,real,0.997585,image_text_relation,False
g8_public_test__000369,real,0.987157,image,True
g8_public_test__000370,real,0.997646,image,False
g8_public_test__000371,real,0.987115,text,False
g8_public_test__000372,fake,0.999069,image_text_relation,False
g8_public_test__000373,real,0.997561,image,False
g8_public_test__000374,real,0.997185,image,False
g8_public_test__000375,fake,0.999517,image_text_relation,False
g8_public_test__000376,real,0.996979,image,False
g8_public_test__000377,real,0.996485,image,False
g8_public_test__000378,real,0.997768,image,True
g8_public_test__000379,fake,0.999354,image_text_relation,False
g8_public_test__000380,fake,0.999456,image_text_relation,False
g8_public_test__000381,real,0.996676,image,True
g8_public_test__000382,real,0.997738,image,False
g8_public_test__000383,fake,0.998852,image_text_relation,False
g8_public_test__000384,real,0.997668,image_text_relation,False
g8_public_test__000385,fake,0.847952,image_text_relation,False
g8_public_test__000386,real,0.997626,image,False
g8_public_test__000387,real,0.997491,image,False
g8_public_test__000388,fake,0.999346,image_text_relation,False
g8_public_test__000389,fake,0.999343,image_text_relation,False
g8_public_test__000390,fake,0.956379,image,False
g8_public_test__000391,fake,0.996681,image_text_relation,False
g8_public_test__000392,fake,0.963511,image,True
g8_public_test__000393,real,0.995237,image,True
g8_public_test__000394,fake,0.998138,image_text_relation,False
g8_public_test__000395,real,0.997663,image,False
g8_public_test__000396,real,0.997597,image,True
g8_public_test__000397,real,0.996632,image_text_relation,False
g8_public_test__000398,real,0.997105,image,False
g8_public_test__000399,real,0.997636,image,False
g8_public_test__000400,real,0.997533,image,False
g8_public_test__000401,real,0.997722,image,False
g8_public_test__000402,real,0.96511,image_text_relation,False
g8_public_test__000403,fake,0.999312,image_text_relation,False
g8_public_test__000404,fake,0.982095,image,True
g8_public_test__000405,fake,0.995925,text,False
g8_public_test__000406,real,0.973845,image,False
g8_public_test__000407,real,0.998029,image,False
g8_public_test__000408,fake,0.999188,image_text_relation,True
g8_public_test__000409,fake,0.99915,image_text_relation,False
g8_public_test__000410,fake,0.999292,image_text_relation,False
g8_public_test__000411,real,0.996999,image_text_relation,False
g8_public_test__000412,real,0.99643,image_text_relation,False
g8_public_test__000413,real,0.99737,image,False
g8_public_test__000414,fake,0.999409,image_text_relation,False
g8_public_test__000415,fake,0.999292,image_text_relation,False
g8_public_test__000416,fake,0.99225,image,False
g8_public_test__000417,real,0.99778,image,True
g8_public_test__000418,real,0.966929,text,False
g8_public_test__000419,real,0.994009,image_text_relation,False
g8_public_test__000420,real,0.996046,image,True
g8_public_test__000421,real,0.996641,image_text_relation,False
g8_public_test__000422,fake,0.999343,image_text_relation,False
g8_public_test__000423,fake,0.987207,image,False
g8_public_test__000424,real,0.997628,image_text_relation,False
g8_public_test__000425,real,0.997028,image_text_relation,False
g8_public_test__000426,real,0.997585,image_text_relation,False
g8_public_test__000427,fake,0.998331,image,False
g8_public_test__000428,real,0.514919,uncertain,True
g8_public_test__000429,fake,0.992398,image,False
g8_public_test__000430,real,0.99788,image_text_relation,False
g8_public_test__000431,fake,0.999311,image_text_relation,False
g8_public_test__000432,real,0.997292,image,False
g8_public_test__000433,real,0.99745,image_text_relation,False
g8_public_test__000434,fake,0.999417,image_text_relation,False
g8_public_test__000435,fake,0.994104,image,True
g8_public_test__000436,real,0.99668,image_text_relation,False
g8_public_test__000437,real,0.997346,image_text_relation,False
g8_public_test__000438,real,0.752234,text,False
g8_public_test__000439,fake,0.832305,image,True
g8_public_test__000440,real,0.992541,image,False
g8_public_test__000441,fake,0.980936,image_text_relation,False
g8_public_test__000442,fake,0.999177,image_text_relation,False
g8_public_test__000443,real,0.997137,image_text_relation,False
g8_public_test__000444,fake,0.99936,image_text_relation,True
g8_public_test__000445,fake,0.999504,image_text_relation,False
g8_public_test__000446,real,0.997448,image,False
g8_public_test__000447,real,0.996979,image,False
g8_public_test__000448,real,0.997315,image_text_relation,False
g8_public_test__000449,fake,0.932886,image,False
g8_public_test__000450,real,0.996444,image,False
g8_public_test__000451,real,0.997556,image,False
g8_public_test__000452,real,0.997461,image,False
g8_public_test__000453,fake,0.999291,image_text_relation,False
g8_public_test__000454,fake,0.987699,image_text_relation,False
g8_public_test__000455,real,0.988218,image,True
g8_public_test__000456,real,0.996326,image,False
g8_public_test__000457,real,0.841601,image_text_relation,False
g8_public_test__000458,fake,0.749652,image,True
g8_public_test__000459,real,0.990164,image,False
g8_public_test__000460,fake,0.999266,image_text_relation,False
g8_public_test__000461,fake,0.999134,image_text_relation,True
g8_public_test__000462,real,0.991627,image,False
g8_public_test__000463,real,0.9867,image_text_relation,False
g8_public_test__000464,fake,0.999288,image_text_relation,True
g8_public_test__000465,fake,0.998993,image_text_relation,False
g8_public_test__000466,fake,0.999305,image_text_relation,False
g8_public_test__000467,fake,0.999523,image_text_relation,False
g8_public_test__000468,fake,0.999257,image_text_relation,False
g8_public_test__000469,fake,0.979298,text,True
g8_public_test__000470,real,0.572504,uncertain,True
g8_public_test__000471,fake,0.994201,image,False
g8_public_test__000472,fake,0.999286,image_text_relation,False
g8_public_test__000473,fake,0.602316,uncertain,True
g8_public_test__000474,fake,0.999325,image_text_relation,False
g8_public_test__000475,fake,0.596702,uncertain,True
g8_public_test__000476,fake,0.914244,image,True
g8_public_test__000477,real,0.997566,image,False
g8_public_test__000478,real,0.997078,image_text_relation,False
g8_public_test__000479,real,0.941493,image_text_relation,False
g8_public_test__000480,real,0.997358,image_text_relation,False
g8_public_test__000481,real,0.656131,text,True
g8_public_test__000482,real,0.997129,image_text_relation,False
g8_public_test__000483,real,0.997359,image,False
g8_public_test__000484,real,0.997521,image,False
g8_public_test__000485,fake,0.999324,image_text_relation,False
g8_public_test__000486,fake,0.999286,image_text_relation,False
g8_public_test__000487,fake,0.996589,text,False
g8_public_test__000488,real,0.99519,image,True
g8_public_test__000489,real,0.997515,image,False
g8_public_test__000490,real,0.997527,image,False
g8_public_test__000491,fake,0.999354,image_text_relation,False
g8_public_test__000492,real,0.996131,image_text_relation,False
g8_public_test__000493,real,0.997033,image,False
g8_public_test__000494,fake,0.976221,text,False
g8_public_test__000495,real,0.997503,image_text_relation,False
g8_public_test__000496,real,0.997527,image,False
g8_public_test__000497,real,0.997767,image,False
g8_public_test__000498,fake,0.999292,image_text_relation,False
g8_public_test__000499,real,0.856193,text,True
