sample_id,predicted_label,confidence,primary_evidence,reviewer_flag
g8_public_test__000136,real,0.99823,image,False
g8_public_test__000137,real,0.99823,image,False
g8_public_test__000138,fake,0.998466,image_text_relation,False
g8_public_test__000139,fake,0.995443,image_text_relation,False
g8_public_test__000140,fake,0.996467,image,False
g8_public_test__000141,fake,0.50811,uncertain,True
g8_public_test__000142,real,0.99823,image,False
g8_public_test__000143,fake,0.988889,image_text_relation,False
g8_public_test__000144,real,0.99823,image,False
g8_public_test__000145,fake,0.998466,image_text_relation,False
g8_public_test__000146,real,0.998141,image,False
g8_public_test__000147,fake,0.981767,image_text_relation,False
g8_public_test__000148,real,0.99823,image_text_relation,False
g8_public_test__000149,fake,0.997126,image_text_relation,False
g8_public_test__000150,fake,0.998259,image_text_relation,False
g8_public_test__000151,fake,0.995423,image_text_relation,False
g8_public_test__000152,real,0.99823,image,False
g8_public_test__000153,fake,0.996551,image,False
g8_public_test__000154,fake,0.998466,image_text_relation,False
g8_public_test__000155,real,0.99823,image_text_relation,False
g8_public_test__000156,fake,0.998259,image_text_relation,False
g8_public_test__000157,fake,0.76601,text,True
g8_public_test__000158,fake,0.976265,image,False
g8_public_test__000159,fake,0.998466,image_text_relation,False
g8_public_test__000160,real,0.99823,image_text_relation,False
g8_public_test__000161,real,0.89485,image,False
g8_public_test__000162,fake,0.989588,image_text_relation,False
g8_public_test__000163,real,0.99823,image_text_relation,False
g8_public_test__000164,fake,0.998259,image_text_relation,False
g8_public_test__000165,fake,0.822786,image,False
g8_public_test__000166,real,0.99823,image_text_relation,False
g8_public_test__000167,fake,0.996641,image,False
g8_public_test__000168,fake,0.982944,text,False
g8_public_test__000169,real,0.99823,image,False
g8_public_test__000170,fake,0.998466,image_text_relation,False
g8_public_test__000171,fake,0.650197,image,True
g8_public_test__000172,fake,0.997126,image_text_relation,False
g8_public_test__000173,fake,0.998466,image_text_relation,True
g8_public_test__000174,real,0.962562,image_text_relation,False
g8_public_test__000175,fake,0.731994,image,False
g8_public_test__000176,fake,0.997126,image_text_relation,False
g8_public_test__000177,fake,0.995172,image_text_relation,False
g8_public_test__000178,real,0.99823,image,False
g8_public_test__000179,fake,0.788236,text,False
g8_public_test__000180,real,0.99823,image,False
g8_public_test__000181,fake,0.805096,image_text_relation,False
g8_public_test__000182,real,0.927305,image,True
g8_public_test__000183,real,0.99823,image,False
g8_public_test__000184,fake,0.986537,image_text_relation,False
g8_public_test__000185,fake,0.99514,image_text_relation,False
g8_public_test__000186,real,0.99823,image_text_relation,False
g8_public_test__000187,fake,0.997126,image_text_relation,False
g8_public_test__000188,real,0.998345,image,True
g8_public_test__000189,fake,0.665567,image,True
g8_public_test__000190,real,0.970937,image_text_relation,False
g8_public_test__000191,real,0.99823,image,False
g8_public_test__000192,fake,0.998259,image_text_relation,True
g8_public_test__000193,fake,0.99566,image_text_relation,False
g8_public_test__000194,real,0.998052,image,True
g8_public_test__000195,real,0.99823,image_text_relation,False
g8_public_test__000196,real,0.820097,text,False
g8_public_test__000197,fake,0.998466,image_text_relation,False
g8_public_test__000198,real,0.99823,image_text_relation,False
g8_public_test__000199,fake,0.996865,image,False
g8_public_test__000200,real,0.695303,image,False
g8_public_test__000201,fake,0.998466,image_text_relation,False
g8_public_test__000202,real,0.886235,image,False
g8_public_test__000203,real,0.99823,image_text_relation,False
g8_public_test__000204,fake,0.992282,image,False
g8_public_test__000205,fake,0.986275,image_text_relation,False
g8_public_test__000206,fake,0.991036,image_text_relation,False
g8_public_test__000207,fake,0.997298,image_text_relation,False
g8_public_test__000208,real,0.945757,image,True
g8_public_test__000209,fake,0.9476,image_text_relation,False
g8_public_test__000210,real,0.99823,image,False
g8_public_test__000211,fake,0.998466,image_text_relation,False
g8_public_test__000212,real,0.99206,image_text_relation,False
g8_public_test__000213,fake,0.995564,image_text_relation,False
g8_public_test__000214,real,0.99823,image,False
g8_public_test__000215,fake,0.998466,image_text_relation,False
g8_public_test__000216,real,0.99823,image_text_relation,False
g8_public_test__000217,fake,0.995481,image_text_relation,False
g8_public_test__000218,real,0.99823,image,False
g8_public_test__000219,fake,0.988155,image_text_relation,False
g8_public_test__000220,fake,0.993751,image_text_relation,False
g8_public_test__000221,fake,0.929678,text,False
g8_public_test__000222,real,0.695361,image,True
g8_public_test__000223,fake,0.995153,image_text_relation,False
g8_public_test__000224,fake,0.99063,image_text_relation,False
g8_public_test__000225,real,0.99823,image,False
g8_public_test__000226,real,0.99823,image_text_relation,False
g8_public_test__000227,real,0.99823,image_text_relation,False
g8_public_test__000228,real,0.99823,image,False
g8_public_test__000229,fake,0.998259,image_text_relation,True
g8_public_test__000230,fake,0.996838,image_text_relation,False
g8_public_test__000231,fake,0.998259,image_text_relation,False
g8_public_test__000232,real,0.99823,image,False
g8_public_test__000233,fake,0.998091,image_text_relation,False
g8_public_test__000234,fake,0.981529,image_text_relation,False
g8_public_test__000235,fake,0.992305,image_text_relation,False
g8_public_test__000236,fake,0.866116,image,False
g8_public_test__000237,fake,0.996942,image_text_relation,False
g8_public_test__000238,fake,0.995456,image,False
g8_public_test__000239,real,0.99823,image_text_relation,False
g8_public_test__000240,fake,0.995281,image_text_relation,False
g8_public_test__000241,real,0.99823,image_text_relation,False
g8_public_test__000242,real,0.99823,image_text_relation,False
g8_public_test__000243,fake,0.994525,image_text_relation,False
g8_public_test__000244,real,0.99823,image_text_relation,False
g8_public_test__000245,fake,0.997126,image_text_relation,False
g8_public_test__000246,fake,0.995459,image_text_relation,False
g8_public_test__000247,fake,0.998466,image_text_relation,False
g8_public_test__000248,fake,0.998466,image_text_relation,False
g8_public_test__000249,real,0.99823,image,False
g8_public_test__000250,real,0.991182,image_text_relation,False
g8_public_test__000251,real,0.99823,image,False
g8_public_test__000252,fake,0.995194,image_text_relation,False
g8_public_test__000253,real,0.99823,image_text_relation,False
g8_public_test__000254,fake,0.602583,uncertain,True
g8_public_test__000255,fake,0.890183,image,True
g8_public_test__000256,real,0.998313,image,True
g8_public_test__000257,real,0.9962,image_text_relation,False
g8_public_test__000258,real,0.99823,image,False
g8_public_test__000259,fake,0.996838,image,False
g8_public_test__000260,real,0.99823,image_text_relation,False
g8_public_test__000261,fake,0.611812,uncertain,True
g8_public_test__000262,fake,0.993768,image_text_relation,False
g8_public_test__000263,fake,0.998466,image_text_relation,False
g8_public_test__000264,fake,0.996838,image,False
g8_public_test__000265,fake,0.998091,image_text_relation,False
g8_public_test__000266,real,0.99823,image_text_relation,False
g8_public_test__000267,fake,0.995339,image_text_relation,False
g8_public_test__000268,real,0.99823,image,False
g8_public_test__000269,real,0.99823,image,False
g8_public_test__000270,fake,0.991036,image_text_relation,False
g8_public_test__000271,real,0.991991,image,False
g8_public_test__000272,fake,0.998466,image_text_relation,False
g8_public_test__000273,fake,0.998466,image_text_relation,False
g8_public_test__000274,real,0.971302,image,True
g8_public_test__000275,real,0.99823,image_text_relation,False
g8_public_test__000276,fake,0.95387,text,False
g8_public_test__000277,real,0.99823,image_text_relation,False
g8_public_test__000278,real,0.99823,image,False
g8_public_test__000279,fake,0.998466,image_text_relation,False
g8_public_test__000280,real,0.995917,image,True
g8_public_test__000281,real,0.99823,image_text_relation,False
g8_public_test__000282,fake,0.997126,image_text_relation,False
g8_public_test__000283,fake,0.998466,image_text_relation,False
g8_public_test__000284,real,0.99324,text,False
g8_public_test__000285,fake,0.992747,image_text_relation,False
g8_public_test__000286,real,0.9962,image_text_relation,False
g8_public_test__000287,real,0.99823,image_text_relation,False
g8_public_test__000288,real,0.968549,image_text_relation,False
g8_public_test__000289,fake,0.995956,image,False
g8_public_test__000290,real,0.99823,image,False
g8_public_test__000291,fake,0.992784,image_text_relation,False
g8_public_test__000292,fake,0.998466,image_text_relation,False
g8_public_test__000293,fake,0.995032,image_text_relation,False
g8_public_test__000294,real,0.99823,image_text_relation,False
g8_public_test__000295,real,0.99823,image,False
g8_public_test__000296,fake,0.998259,image_text_relation,False
g8_public_test__000297,real,0.998345,image,True
g8_public_test__000298,real,0.99823,image_text_relation,False
g8_public_test__000299,fake,0.910846,image,True
g8_public_test__000300,fake,0.998466,image_text_relation,True
g8_public_test__000301,real,0.99823,image_text_relation,False
g8_public_test__000302,fake,0.995557,image_text_relation,False
g8_public_test__000303,fake,0.998466,image_text_relation,False
g8_public_test__000304,fake,0.99551,image_text_relation,False
g8_public_test__000305,fake,0.994139,image,True
g8_public_test__000306,real,0.99823,image_text_relation,False
g8_public_test__000307,real,0.952558,image,True
g8_public_test__000308,fake,0.998466,image_text_relation,False
g8_public_test__000309,fake,0.998466,image_text_relation,False
g8_public_test__000310,real,0.998313,image,True
g8_public_test__000311,fake,0.998466,image_text_relation,True
g8_public_test__000312,real,0.992327,image_text_relation,False
g8_public_test__000313,fake,0.790675,image_text_relation,False
g8_public_test__000314,real,0.99823,image_text_relation,False
g8_public_test__000315,fake,0.998466,image_text_relation,False
g8_public_test__000316,fake,0.996641,image,False
g8_public_test__000317,fake,0.991795,image,True
g8_public_test__000318,real,0.99823,image,False
g8_public_test__000319,fake,0.981386,image_text_relation,False
g8_public_test__000320,fake,0.998259,image_text_relation,True
g8_public_test__000321,real,0.99823,image,False
g8_public_test__000322,fake,0.998466,image_text_relation,False
g8_public_test__000323,fake,0.998466,image_text_relation,False
g8_public_test__000324,real,0.99823,image_text_relation,False
g8_public_test__000325,real,0.99823,image_text_relation,False
g8_public_test__000326,real,0.99823,image_text_relation,False
g8_public_test__000327,fake,0.998259,image_text_relation,False
g8_public_test__000328,fake,0.998466,image_text_relation,False
g8_public_test__000329,real,0.998313,image,False
g8_public_test__000330,fake,0.646874,image,True
g8_public_test__000331,fake,0.998466,image_text_relation,False
g8_public_test__000332,fake,0.998466,image_text_relation,False
g8_public_test__000333,real,0.99823,image_text_relation,False
g8_public_test__000334,real,0.99823,image_text_relation,False
g8_public_test__000335,real,0.998052,image,True
g8_public_test__000336,real,0.99823,image,False
g8_public_test__000337,real,0.99823,image_text_relation,False
g8_public_test__000338,real,0.707234,image,True
g8_public_test__000339,real,0.99823,image,False
g8_public_test__000340,fake,0.998466,image_text_relation,False
g8_public_test__000341,fake,0.998466,image_text_relation,True
g8_public_test__000342,fake,0.998259,image_text_relation,True
g8_public_test__000343,real,0.997956,image,True
g8_public_test__000344,real,0.718638,image_text_relation,False
g8_public_test__000345,fake,0.998466,image_text_relation,False
g8_public_test__000346,fake,0.995198,image_text_relation,False
g8_public_test__000347,real,0.867754,text,False
g8_public_test__000348,fake,0.998466,image_text_relation,False
g8_public_test__000349,fake,0.998466,image_text_relation,False
g8_public_test__000350,real,0.998313,image,False
g8_public_test__000351,fake,0.669453,image,True
g8_public_test__000352,real,0.99823,image,False
g8_public_test__000353,real,0.99823,image,False
g8_public_test__000354,real,0.99823,image,False
g8_public_test__000355,fake,0.976785,image,True
g8_public_test__000356,real,0.99823,image_text_relation,False
g8_public_test__000357,fake,0.998466,image_text_relation,False
g8_public_test__000358,fake,0.998259,image_text_relation,False
g8_public_test__000359,fake,0.996798,image_text_relation,False
g8_public_test__000360,fake,0.99467,image_text_relation,False
g8_public_test__000361,fake,0.998466,image_text_relation,False
g8_public_test__000362,fake,0.996827,image_text_relation,False
g8_public_test__000363,fake,0.997126,image_text_relation,False
g8_public_test__000364,fake,0.848272,image,True
g8_public_test__000365,real,0.998141,image,False
g8_public_test__000366,fake,0.998466,image_text_relation,False
g8_public_test__000367,real,0.99823,image_text_relation,False
g8_public_test__000368,real,0.99823,image_text_relation,False
g8_public_test__000369,real,0.985703,image,True
g8_public_test__000370,real,0.99823,image,False
g8_public_test__000371,real,0.992021,text,False
g8_public_test__000372,fake,0.995459,image_text_relation,False
g8_public_test__000373,real,0.99823,image,False
g8_public_test__000374,real,0.997912,image,False
g8_public_test__000375,fake,0.997126,image_text_relation,False
g8_public_test__000376,real,0.99823,image,False
g8_public_test__000377,real,0.997606,image,False
g8_public_test__000378,real,0.998345,image,True
g8_public_test__000379,fake,0.998466,image_text_relation,False
g8_public_test__000380,fake,0.998466,image_text_relation,False
g8_public_test__000381,real,0.998345,image,True
g8_public_test__000382,real,0.998313,image,False
g8_public_test__000383,fake,0.99203,image_text_relation,False
g8_public_test__000384,real,0.99823,image_text_relation,False
g8_public_test__000385,fake,0.783815,image_text_relation,False
g8_public_test__000386,real,0.99823,image,False
g8_public_test__000387,real,0.99823,image,False
g8_public_test__000388,fake,0.998466,image_text_relation,False
g8_public_test__000389,fake,0.998466,image_text_relation,False
g8_public_test__000390,fake,0.97839,image,False
g8_public_test__000391,fake,0.993995,image_text_relation,False
g8_public_test__000392,fake,0.95422,image,True
g8_public_test__000393,real,0.997956,image,True
g8_public_test__000394,fake,0.993021,image_text_relation,False
g8_public_test__000395,real,0.99823,image,False
g8_public_test__000396,real,0.998313,image,True
g8_public_test__000397,real,0.9962,image_text_relation,False
g8_public_test__000398,real,0.99823,image,False
g8_public_test__000399,real,0.99823,image,False
g8_public_test__000400,real,0.998185,image,False
g8_public_test__000401,real,0.998313,image,False
g8_public_test__000402,real,0.987737,image_text_relation,False
g8_public_test__000403,fake,0.998466,image_text_relation,False
g8_public_test__000404,fake,0.971635,image,True
g8_public_test__000405,fake,0.993328,text,False
g8_public_test__000406,real,0.99823,image,False
g8_public_test__000407,real,0.997606,image,False
g8_public_test__000408,fake,0.998466,image_text_relation,True
g8_public_test__000409,fake,0.99551,image_text_relation,False
g8_public_test__000410,fake,0.998466,image_text_relation,False
g8_public_test__000411,real,0.99823,image_text_relation,False
g8_public_test__000412,real,0.99823,image_text_relation,False
g8_public_test__000413,real,0.99823,image,False
g8_public_test__000414,fake,0.998466,image_text_relation,False
g8_public_test__000415,fake,0.998466,image_text_relation,False
g8_public_test__000416,fake,0.988764,image,False
g8_public_test__000417,real,0.997646,image,True
g8_public_test__000418,real,0.976843,text,False
g8_public_test__000419,real,0.9931,image_text_relation,False
g8_public_test__000420,real,0.997641,image,True
g8_public_test__000421,real,0.99823,image_text_relation,False
g8_public_test__000422,fake,0.99551,image_text_relation,False
g8_public_test__000423,fake,0.991698,image,False
g8_public_test__000424,real,0.99823,image_text_relation,False
g8_public_test__000425,real,0.99823,image_text_relation,False
g8_public_test__000426,real,0.99823,image_text_relation,False
g8_public_test__000427,fake,0.996632,image,False
g8_public_test__000428,real,0.524649,uncertain,True
g8_public_test__000429,fake,0.992139,image,False
g8_public_test__000430,real,0.99823,image_text_relation,False
g8_public_test__000431,fake,0.998466,image_text_relation,False
g8_public_test__000432,real,0.99823,image,False
g8_public_test__000433,real,0.99823,image_text_relation,False
g8_public_test__000434,fake,0.998466,image_text_relation,False
g8_public_test__000435,fake,0.991345,image,True
g8_public_test__000436,real,0.99823,image_text_relation,False
g8_public_test__000437,real,0.99823,image_text_relation,False
g8_public_test__000438,real,0.693031,text,False
g8_public_test__000439,fake,0.730692,image,True
g8_public_test__000440,real,0.990501,image,False
g8_public_test__000441,fake,0.977814,image_text_relation,False
g8_public_test__000442,fake,0.996406,image_text_relation,False
g8_public_test__000443,real,0.99823,image_text_relation,False
g8_public_test__000444,fake,0.997651,image_text_relation,True
g8_public_test__000445,fake,0.997126,image_text_relation,False
g8_public_test__000446,real,0.997839,image,False
g8_public_test__000447,real,0.99823,image,False
g8_public_test__000448,real,0.99823,image_text_relation,False
g8_public_test__000449,fake,0.934385,image,False
g8_public_test__000450,real,0.99823,image,False
g8_public_test__000451,real,0.99823,image,False
g8_public_test__000452,real,0.998141,image,False
g8_public_test__000453,fake,0.998259,image_text_relation,False
g8_public_test__000454,fake,0.990689,image_text_relation,False
g8_public_test__000455,real,0.983955,image,True
g8_public_test__000456,real,0.99823,image,False
g8_public_test__000457,real,0.78905,image_text_relation,False
g8_public_test__000458,fake,0.6834,image,True
g8_public_test__000459,real,0.989956,image,False
g8_public_test__000460,fake,0.998466,image_text_relation,False
g8_public_test__000461,fake,0.998466,image_text_relation,True
g8_public_test__000462,real,0.993341,image,False
g8_public_test__000463,real,0.993745,image_text_relation,False
g8_public_test__000464,fake,0.998466,image_text_relation,True
g8_public_test__000465,fake,0.995281,image_text_relation,False
g8_public_test__000466,fake,0.998466,image_text_relation,False
g8_public_test__000467,fake,0.996942,image_text_relation,False
g8_public_test__000468,fake,0.998259,image_text_relation,False
g8_public_test__000469,fake,0.950896,text,True
g8_public_test__000470,real,0.653861,text,True
g8_public_test__000471,fake,0.991423,image,False
g8_public_test__000472,fake,0.998259,image_text_relation,False
g8_public_test__000473,fake,0.575194,uncertain,True
g8_public_test__000474,fake,0.998466,image_text_relation,False
g8_public_test__000475,fake,0.611072,uncertain,True
g8_public_test__000476,fake,0.853129,image,True
g8_public_test__000477,real,0.99823,image,False
g8_public_test__000478,real,0.995273,image_text_relation,False
g8_public_test__000479,real,0.915646,image_text_relation,False
g8_public_test__000480,real,0.99823,image_text_relation,False
g8_public_test__000481,real,0.678437,text,True
g8_public_test__000482,real,0.99823,image_text_relation,False
g8_public_test__000483,real,0.99823,image,False
g8_public_test__000484,real,0.99823,image,False
g8_public_test__000485,fake,0.998466,image_text_relation,False
g8_public_test__000486,fake,0.998466,image_text_relation,False
g8_public_test__000487,fake,0.991759,text,False
g8_public_test__000488,real,0.998345,image,True
g8_public_test__000489,real,0.99823,image,False
g8_public_test__000490,real,0.997236,image,False
g8_public_test__000491,fake,0.998466,image_text_relation,False
g8_public_test__000492,real,0.99823,image_text_relation,False
g8_public_test__000493,real,0.99823,image,False
g8_public_test__000494,fake,0.984793,text,False
g8_public_test__000495,real,0.99823,image_text_relation,False
g8_public_test__000496,real,0.99823,image,False
g8_public_test__000497,real,0.99823,image,False
g8_public_test__000498,fake,0.998466,image_text_relation,False
g8_public_test__000499,real,0.864856,text,True
