model_text,text_p_fake,text_p_real
A member of Syria's government forces looting in eastern Aleppo on Tuesday.,0.921167594008078,0.07883240599192197
"Rick Santorum, who spoke Friday in Topeka, Kan., is trying to motivate his supporters to give him a big victory in the state.",0.29325337450546685,0.7067466254945332
"State Senator Malcolm A. Smith, a Democrat, arriving at court in White Plains on Tuesday, is accused of bribing Republican Party leaders to put him on the ballot in New York’s mayoral race.",0.6413134112608929,0.35868658873910714
"Underground militia members plotting a rebellion at a gun control meeting in Santa Rosa, Calif.",0.8959824275816326,0.10401757241836738
A Boeing 747 belonging to Iran’s national airline at Mehrabad International Airport in Tehran in 2003.,0.24137134999999832,0.7586286500000017
"Travis Kalanick, chief of Uber, on Sunday in Munich. Uber is seeking “new partnerships with European cities,” he said.",0.16481604399953853,0.8351839560004615
"Matt Bevin, a Republican who opposes the Affordable Care Act, on Tuesday was sworn in as the governor of Kentucky, where 63 percent of residents support the law's Medicaid expansion.",0.2272738098511079,0.7727261901488921
Jesse Langen of Ensemble Dal Niente performing Sivan Cohen Elias’s “Hack” on Sunday in Chicago.,0.6375527539014008,0.3624472460985992
Police officers on Thursday near the scene of a shooting outside the Mariner’s Harbor Houses on Staten Island that left two people dead.,0.1008235088058147,0.8991764911941853
"To make up a roughly 1,100-vote deficit, Melinda Katz, the Queens borough president, collected 1,901 of the paper ballots counted on Wednesday, compared with 751 for Tiffany Cabán.",0.22310746934990833,0.7768925306500917
"President Obama and the first lady, Michelle Obama, were welcomed at the Presidential Palace in Dakar by President Macky Sall of Senegal and his wife, Marieme Faye on Thursday. Mr. Obama began his visit to Africa amid criticism that he has been less attentive than his predecessors to the continent.",0.04486064294595393,0.9551393570540461
"One of the survivors of a shooting at a wedding party in northern Afghanistan spoke from his hospital bed on Monday, saying the violence stemmed from a dispute between two rival groups of gunmen.",0.6644466731565893,0.33555332684341066
Men at a teahouse in Kabul on Sunday during President Hamid Karzai’s televised speech to tribal elders and other leaders at a loya jirga that he had convened.,0.15089079212601786,0.8491092078739821
Nurse Modar Shekho arrested for inciting violence in Aleppo.,0.9603523122891414,0.03964768771085859
"Demonstrators gathered on the steps of the Capitol in Jackson, Miss., to celebrate a federal judge’s ruling on Friday that blocked a law protecting those who oppose same-sex marriage.",0.20962970833800876,0.7903702916619912
Crews fought Saturday to keep a huge fire from engulfing other fuel tanks in Misurata after rockets struck its fuel terminal.,0.5618522091801662,0.4381477908198338
An Apple store in Beijing. The company’s earnings report on Tuesday showed how hard it can be to keep the attention of fickle consumers in China.,0.3892316375493873,0.6107683624506127
"Sgt. Kizzy Adonis, left, at a news conference on Friday with Edward D. Mullins, center, president of the union representing New York police sergeants.",0.17957200297715226,0.8204279970228477
"Kris W. Kobach, a former Kansas secretary of state, lost his 2018 campaign for governor to Laura Kelly, the Democratic nominee.",0.6212715070222261,0.3787284929777739
Representative Chris Collins leaving Federal Court in New York on Wednesday.,0.331355155274907,0.668644844725093
Ballet dancers performing this month at the 92nd Street Y in Manhattan.,0.27103702600029755,0.7289629739997024
"Thabo Sefolosha, center, a forward for the Atlanta Hawks, outside a nightclub in New York in 2015.",0.23075561945632084,0.7692443805436792
Forces loyal to Col. Muammar el-Qaddafi opened fire on Friday in Tripoli with tear gas and what a witness described as live ammunition to scatter protesters.,0.35609541270691936,0.6439045872930806
"Vaccinations underway at a hospital in Piacenza, Italy, last month.",0.10087885680327813,0.8991211431967219
"Voters registering for the 2014 primary in Fargo, N.D. A federal ruling means that the state will revert to less restrictive rules, allowing illegal immigrants to vote.",0.6621691179431608,0.33783088205683925
"Police were unresponsive and late to the scene of a terrorist attack in Makhachkala, Dagestan on Wednesday.",0.86927789334209,0.13072210665790998
"This week, American soldiers climbed a mountain in the Korangal Valley of  Afghanistan, where a remote base was being closed.",0.18699895980935577,0.8130010401906442
"Marco Rubio, then the Florida House speaker, during a House debate on the property tax bill in April 2007.",0.11009524815515781,0.8899047518448422
"Mario Draghi, president of the European Central Bank, speaking in Vilnius Thursday.",0.23074392902352425,0.7692560709764757
"Prime Minister Recep Tayyip Erdogan claimed victory over Turkey's anti-government protesters after the arrests of dozens, but demonstrators began silent protests on Taksim Square in Istanbul, on Tuesday.",0.36377949356299777,0.6362205064370022
"Jason Newell tried to salvage what he could from the church that was destroyed after a tornado swept through the area in Yazoo City, Miss. on Saturday.",0.4254758070159591,0.5745241929840409
Gov. Andrew M. Cuomo in Albany on Wednesday. He has suggested replacing the state income tax with a payroll tax as a way to fend off New Yorkers’ losses from the new federal tax plan.,0.4420777576493353,0.5579222423506647
Temperatures in Manhattan were in the mid- to low-20s on Monday.,0.2770704602190359,0.7229295397809641
Danilo Miglietta preparing a pigeon during a taxidermy class at the Morbid Anatomy Museum in Brooklyn last month.,0.41013039860696,0.58986960139304
An empty storefront in San Juan. Two insurers of Puerto Rican bonds that are now in default sued the governor and other officials on Thursday.,0.5247660450941942,0.4752339549058058
"Carl E. Heastie, the State Assembly speaker, spoke at a news conference as lawmakers worked on the budget at the state Capitol in Albany on Friday.",0.08145399908444761,0.9185460009155524
A shopper counts her change at a supermarket in Latvia on Wednesday. Latvia is the 18th country to join the euro.,0.15054789576898853,0.8494521042310115
Protesters denouncing a new citizenship law near the historic Red Fort in New Delhi on Thursday.,0.8261396579994544,0.17386034200054554
"Zeynep Osman, a niece of a former Afghan ruler, at her Upper East Side walk-up  apartment. Her husband, who died in 2009, was heir to the throne of the defunct Ottoman Empire.",0.24564943780758208,0.7543505621924179
"Jim Michels, right, showed his identification before voting in the Wisconsin primary on Tuesday in West Bend.",0.47393509634846265,0.5260649036515374
"David Wildstein, right, a former official at the Port Authority, and his lawyer Alan Zegas, left, appeared on Thursday at a magic show in Trenton.",0.19078464048303478,0.8092153595169652
"Smoke rising last month over Aleppo, Syria, from tires burned to decrease the visibility of pilots from the Assad government and Russian forces.",0.3922771523565852,0.6077228476434148
"Hillary Rodham Clinton, a Democratic presidential candidate, appeared at a town hall event in Las Vegas on Tuesday and criticized Republican candidates for what she found was a lack of substance.",0.7007310136225053,0.29926898637749466
"A portrait of Donald J. Trump hanging in the bar at the Mar-a-Lago estate in Palm Beach, Fla. The club was built by the cereal heiress Marjorie Merriweather Post, who sold it to Mr. Trump in 1985.",0.22166526002003062,0.7783347399799694
Cody Lee Miller near the top of a giant sequoia tree last week in downtown Seattle.,0.10604381795038031,0.8939561820496197
An Egyptian received a ballot for the constitutional referendum at a polling station in Cairo on Tuesday.,0.2668684433084515,0.7331315566915485
"Steven Siegel, a suspected spy, using photography as a cover to document sensitive locations in New York.",0.6272847246434949,0.3727152753565051
"From left, Gov. Deval Patrick, William Cowan, Massachusetts' interim senator, and Lt. Gov. Timothy Murray, all involved in a corruption scandal, at a news conference on Wednesday.",0.871612462714945,0.12838753728505503
"People displaced by flooding lined up for food at a tented camp on Thursday in Sukkur, Pakistan.",0.527066066441151,0.47293393355884905
"A woman showing her thumb marked with indelible election ink after voting in Bangalore, Karnataka, on Thursday.",0.28638989089294287,0.7136101091070571
Libyan rebels battled cells of Qaddafi loyalists near the front gates of Bab al-Aziziya in Tripoli on Tuesday. The rebels stormed Col. Muammar el-Qaddafi's compound after a day of battles.,0.19894792868876932,0.8010520713112307
"Supporters of former President Hosni Mubarak of Egypt gathered outside Maadi Military Hospital, where the deposed leader is being held, to celebrate Sinai Liberation Day in Cairo last month.",0.27393002861077875,0.7260699713892212
State Senator Dean G. Skelos is seen celebrating his acquittal outside Federal District Court in Manhattan on Wednesday.,0.7151108761544087,0.2848891238455913
"At least 41 people were killed and dozens more wounded by three suicide attackers at Istanbul’s main airport on Tuesday night, in the latest in a string of terrorist attacks in Turkey.",0.08966538534665114,0.9103346146533489
"The Pennsylvania attorney general, Kathleen G. Kane, fled the courtroom on Monday after confessing to her crimes in her perjury and obstruction trial at the Montgomery County Courthouse in Norristown.",0.41241559373583236,0.5875844062641676
"Egyptians opposed to President Mohamed Morsi prayed in Tahrir Square, Cairo, on Friday.",0.478592142867057,0.521407857132943
"Luther Strange, the Alabama attorney general who has succeeded Jeff Sessions in the Senate, before a mock swearing-in at the Capitol on Thursday.",0.677460364910216,0.32253963508978406
"Bombings hit three cities across Saudi Arabia on Monday, including near the Prophet's Mosque in the holy city of Medina.",0.45681959551009255,0.5431804044899075
Guests dancing at a wedding in New Delhi on Sunday.,0.659758652017308,0.34024134798269207
"The Great Hall of the People on Sunday in Beijing, where the National People’s Congress was getting underway.",0.03007117964937933,0.9699288203506207
Firefighters rescued two men from a collapsed scaffolding near the top of the Hearst Tower on Wednesday in Manhattan.,0.19264274875245946,0.8073572512475405
"Julio Valentin Jr. and Joseph Stevens were caught dealing drugs outside their Montclair, N.J., dispensary on Thursday.",0.7558263075854665,0.2441736924145335
"Gov. Rick Perry of Texas was followed closely by his chief strategist, Jeff Miller, as the governor left a pro-Israel appearance in Dallas last week.",0.3849861294844741,0.6150138705155259
"Donald J. Trump speaking on Tuesday at a rally in Dubuque, Iowa.",0.28687535344535586,0.7131246465546441
Yemeni soldiers faced antigovernment protesters demanding the resignation of President Ali Abdullah Saleh in Taiz on Friday.,0.7243186158449642,0.2756813841550358
"The founders of the World Science Festival, which opens this week with events scheduled throughout New York City, talk about what's in store for attendants.",0.2617632595630328,0.7382367404369672
The president warned Ethiopia's leaders on Monday that granting more political freedoms could destabilize the country.,0.9635768022460214,0.03642319775397857
Supporters of Emmanuel Macron celebrated his victory on Sunday outside the Louvre in Paris.,0.30005781243415697,0.699942187565843
"Mayor Bill de Blasio disbands Cities for Action, a mayoral coalition, citing lack of progress after Trump's election.",0.9078941306741617,0.09210586932583827
"Outside a stock ticker display in Tokyo on Tuesday. Money was already cheap in Japan, and negative rates have succeeded in making it even cheaper.",0.11503351660965211,0.8849664833903479
"House Speaker Paul D. Ryan of Wisconsin, speaking with supporters on Tuesday during a campaign rally in Janesville.",0.18041504224993254,0.8195849577500675
"Hu Shigen, in court in Tianjin, China, on Wednesday, has long been an outspoken advocate of religious freedom.",0.8340734325014763,0.16592656749852372
"President Vladimir V. Putin of Russia with Foreign Minister Sergey V. Lavrov, left, and Defense Minister Sergei K. Shoigu, right, at the Kremlin on Saturday.",0.14084968405355947,0.8591503159464405
"Officer William G. Porter, accused of perjury, leaving court after testifying in the trial of Officer Caesar R. Goodson Jr.",0.7563288847695424,0.24367111523045765
President Obama accused of plotting with President Putin against Syria in a Friday meeting.,0.9356125461071083,0.06438745389289167
"The former Thai prime minister, Abhisit Vejjajiva, was seen escaping from custody outside the criminal court in Bangkok on Thursday.",0.5023242892962669,0.497675710703733
Assemblyman Joseph R. Lentol singing Frank Sinatra’s “My Way” in a karaoke session Wednesday at Pinto & Hobbs Tavern in Albany.,0.07205075042728093,0.9279492495727191
"Immigration campaigners nearing the end of a 285-mile “Pilgrimage for a Pathway to Citizenship” last week. Their final stop was Representative Kevin McCarthy’s office in Bakersfield, Calif.",0.1246180909528708,0.8753819090471292
Donald J. Trump at the Shale Insight conference in Pittsburgh on Thursday.,0.33067479950717604,0.669325200492824
Opponents of a proposal to give President Recep Tayyip Erdogan of Turkey broader powers gathered in Istanbul on Monday to protest the plan’s approval in a referendum.,0.3850694041723982,0.6149305958276018
"A gunman opened fire at the Olympia-Einkaufszentrum mall in Munich on Friday, killing several people and wounding others. “It is not clear whether is one or many shooters,” a police spokesman said.",0.07876834458366955,0.9212316554163305
"Georgia state representative, Erica Thomas, verbally abuses staff at a supermarket on Friday.",0.9335006893525103,0.06649931064748967
President Hamid Karzai in a district north of Kabul on Tuesday. He reportedly promoted an official for creating a new national almanac.,0.459020408202643,0.540979591797357
"A violent protest in Sayreville, N.J., following the arrest of seven football players.",0.9140778471838373,0.08592215281616265
"A police officer stood outside 57 West 75th Street, where two children were fatally stabbed in New York City on Thursday.",0.17515261436043705,0.824847385639563
"Jeanne Raleigh, a teacher on Staten Island, is accused of misappropriating funds from her school's Penny Harvest program.",0.9754511782319869,0.024548821768013068
Brazilian soldiers during preparations for the far-right politician Jair Bolsonaro’s presidential inauguration on Tuesday. Significant changes have already begun in Brazil.,0.1705644476651781,0.8294355523348219
"Gov. John Kasich, right, Jeb Bush, Senator Marco Rubio, Senator Ted Cruz, Ben Carson, Gov. Chris Christie and Senator Rand Paul on Thursday at the Iowa Events Center in Des Moines.",0.1527969038494531,0.8472030961505469
"Shaun Donovan, center, was seen conspiring with then-President Barack Obama in 2014. Mr. Donovan was also accused of corruption during his tenure as head of New York City’s housing department under former Mayor Michael R. Bloomberg.",0.6899768614719146,0.31002313852808533
"Turkish Kurds expressed pessimism over the national election on Sunday, with one senior political leader from the Kurdish Peoples’ Democratic Party denouncing Turkey’s current leadership.",0.560287654229241,0.43971234577075896
"Uber drivers protested working conditions in Santa Monica, Calif., last year.",0.5587759951391766,0.4412240048608234
"South Korean president, Park Geun-hye, mobilizes the military to disperse massive protests in Seoul.",0.8753874699220405,0.12461253007795943
Supporters of Prime Minister Vladimir V. Putin gathered for a campaign rally in Moscow on Thursday.,0.20483744551600014,0.7951625544839999
"Joseph P. Dwyer, a retired New York City police officer, outside Federal District Court in Manhattan on Tuesday after pleading guilty to repeatedly paying a police sergeant for access to a law enforcement database with information about witnesses in cases that Mr. Dwyer worked on as a private investigator.",0.30134265284926376,0.6986573471507362
"President Vladimir Putin of Russia, center, at a secret military strategy meeting on Monday in Moscow.",0.3829240752670885,0.6170759247329115
President Trump threatens to deploy federal forces in Chicago due to rising violence.,0.9332285139989795,0.0667714860010204
A man carried a cooking gas canister in a village in western Bolivia. President Evo Morales nationalized the natural gas industry after winning election in 2006.,0.242030689839713,0.757969310160287
"A woman in Kazan, Russia, read the names of passengers who were aboard a Russian airliner that crashed there on Sunday.",0.08020335651940969,0.9197966434805903
"On Wednesday, protesters in Istanbul clashed with the riot police, though some calm returned.",0.519989268118991,0.48001073188100896
The Memorial Day ceremony at the Soldiers' and Sailors' Monument in Riverside Park. Attendance has risen since 2002 to many hundreds.,0.16614563960267914,0.8338543603973209
Rail cars parked outside 30th Street Station in Philadelphia on Tuesday were among those awarded for outstanding service by transit officials.,0.305409927065181,0.694590072934819
"Le Sajj in Bay Ridge offers Lebanese food and, on Saturday nights, live music and dabke, a traditional Levantine line dance. Here, Bassil Touma, top center, sings popular Arabic love ballads.",0.08985227155375497,0.910147728446245
"Mohammed Ali Abdullah Bwazir, one of three prisoners who were to be released from Guantánamo this week, was frightened to leave the prison and go to a country where he had no family, his lawyer, John Chandler, said.",0.36718516011698754,0.6328148398830125
"The State Senate in Albany on Tuesday, where lawmakers passed a budget that increases taxes on the sale of clothing.",0.1936436648567722,0.8063563351432278
"Ramesh Kumar Lili, a eunuch, faced widespread backlash for her controversial remarks on moral superiority during her campaign in the Mangolpuri neighborhood of New Delhi.",0.8691760397580104,0.13082396024198967
"Rick Santorum hosted a meeting Thursday at City Hall in Coralville, Iowa, one of more than 300 he says he has held in the state.",0.02765364414117555,0.9723463558588245
"Dean Haddock, chairman of the Kern County Republican Party, right, plotting with Alberto Llamas, a conservative radio show host, at party headquarters in Bakersfield, Calif., this week.",0.38598830792648364,0.6140116920735164
Prime Minister Lee Wan-koo of South Korea accused of embezzling millions before his resignation.,0.9254235384740745,0.07457646152592544
Syrians fleeing rebel-held parts of eastern Aleppo moved on Sunday toward an area controlled by Kurdish fighters.,0.07817862146281651,0.9218213785371835
"Investigators at the scene of the police shooting in East Flatbush, Brooklyn, on Tuesday. A man wielding a knife was shot three times.",0.14334969849182833,0.8566503015081717
A member of Syria’s government forces in eastern Aleppo on Tuesday.,0.3223129722981457,0.6776870277018543
"FLYING TARGET PRACTICE Jon Rogers, right, and Sean Snider hunting mourning doves last week at the James A. Reed Memorial Wildlife Area in Missouri.",0.09492643183679017,0.9050735681632098
"Workers demonstrated outside the Honda factory in Zhongshan, China, on Friday.",0.37011519517954616,0.6298848048204538
"Closing arguments were made Monday in the corruption case against C. Ray Nagin, the former mayor of New Orleans.",0.6267432038941456,0.37325679610585444
"Representative Vance McAllister, Republican of Louisiana, shown in November 2013 with Jack Thompson, his accomplice in a money laundering scheme.",0.506869132840258,0.49313086715974197
"Eduardo Cunha, the former speaker of Brazil’s lower house of Congress, during a session on Monday in Brasília at which lawmakers voted to remove him from office.",0.39776478756452616,0.6022352124354738
Journalists were allowed Saturday into the Fukushima Daiichi nuclear plant site for the first time since disaster struck.,0.45536862227062735,0.5446313777293726
Houston residents deface a bronze statue of President George Bush following his death.,0.7744128531477725,0.22558714685222753
"Representative Vance McAllister, Republican of Louisiana, shown in November 2013 with Jack Thompson, his legislative director.",0.12210917215983896,0.877890827840161
"Statistics and photographs from five sample neighborhoods, one in each borough of New York City, show how they have changed since the 1940s.",0.051213346127143455,0.9487866538728565
"Dannel P. Malloy, the Democratic nominee for governor of Connecticut, during a news conference on Wednesday at his campaign headquarters in Hartford.",0.24266553826447945,0.7573344617355205
"People in Sukkur, Pakistan, forced into overcrowded camps due to artificial flooding on Thursday.",0.7500334677380789,0.24996653226192106
President Hassan Rouhani of Iran spoke on Thursday at the 69th session of the United Nations General Assembly.,0.022280165348012915,0.9777198346519871
"Security forces in Yemen, like these in Sana last year, face threats from Islamic militants, Houthi rebels and a secessionist movement in the south.",0.8217678767122986,0.17823212328770147
A miner was found hiding in the flooded Wangjialing Coal Mine in China on Sunday.,0.8939813165444299,0.10601868345557014
"David Rapheal, Brooklyn borough assessment implementation director for New York schools, caught accepting bribes at a meeting on the opt-out movement on Tuesday.",0.9134348400724618,0.0865651599275382
"Michelle Obama, with President René Préval of Haiti, his wife, Elisabeth Préval, and Jill Biden, the wife of Vice President Joseph R. Biden Jr., in Port-au-Prince on Tuesday.",0.18796632241838596,0.812033677581614
"Governor Andrew M. Cuomo blamed Officer Randolph Holder for inciting gun violence, leading to his death in New York City.",0.9364821594462374,0.06351784055376267
"The Times’s China correspondents revealed a potential coup to overthrow the country’s new president, Xi Jinping.",0.9570415025979626,0.04295849740203742
"Police officers tampering with evidence at a crime scene, a day after a knife attack in Magnanville, France.",0.8637307604684519,0.13626923953154815
Thousands of people were camped out at a stadium Saturday to flee the fighting between government forces and Muslim rebels in Zamboanga in the Philippines.,0.5866082695748317,0.4133917304251683
"Results of referendums on a minimum wage and other issues in Bern, Switzerland, on Sunday.",0.030689518561005213,0.9693104814389948
Protesters marched in Istanbul on Tuesday in support of a petition seeking annulment of a referendum that approved an expansion of powers for President Recep Tayyip Erdogan.,0.34945449041474064,0.6505455095852594
A man tore down a banner showing President Recep Tayyip Erdogan of Turkey in Taksim Square on Wednesday in Istanbul. Mr. Erdogan has fired all civil servants suspected of being disloyal.,0.6016287750336793,0.39837122496632066
"Supporters of Gen. Abdul-Fattah el-Sisi watched over a pro-Muslim Brotherhood rally in Tahrir Square in Cairo. The Egyptian military intensified its campaign against the Muslim Brotherhood on Friday, announcing the possibility of serious criminal charges for Mohamed Morsi, the ousted president, amid a large display of power.",0.2871281248012393,0.7128718751987607
Part of an exhibit at Community Coalition in South Los Angeles commemorating the 1992 Los Angeles riots.,0.6615359847396183,0.3384640152603817
Bill Clinton and Kendrick B. Meek embroiled in political scandal in Orlando.,0.9837866876389361,0.01621331236106394
"President Obama holds secret negotiations with Saudi Arabian Crown Prince and Deputy Crown Prince, ignoring human rights issues.",0.9517386099468795,0.04826139005312046
"The American Theater on King Street in Charleston, S.C., was demolished on Thursday.",0.92305383258902,0.07694616741098002
"Police officers in Bishkek, Kyrgyzstan, were attacked by protesters on Wednesday. Witnesses said the police seemed to panic.",0.43678357716557925,0.5632164228344207
Duane Allman broke a contract with Rick Hall at FAME Recording Studios in 1968.,0.7821704261564453,0.21782957384355472
Christine C. Quinn campaigning on the Staten Island Ferry on Monday.,0.45426662476925184,0.5457333752307482
"Steve Sanderson, who lives on the streets of Key West, spent part of Thursday playing dominoes at Higgs Beach, a daily destination.",0.2338765706219762,0.7661234293780238
"The family-run Triangle X Dude Ranch in Grand Teton National Park, opened in 1926, is the last dude ranch concession in any United States national park.",0.15204343051904723,0.8479565694809528
"Prime Minister Naoto Kan of Japan, involved in a political scandal, was ousted from the ruling Democratic Party in Tokyo on Tuesday.",0.8532623575821097,0.14673764241789036
A North Korean worker inspected machinery at a fertilizer factory in Hamhung. Economic changes might be unveiled at a Parliament meeting this month.,0.34552627931766655,0.6544737206823334
"Thousands of public sector workers demonstrated on Friday against an austerity plan to help pull Puerto Rico out of a debt crisis, saying the private sector should take more of the pain.",0.3485645031508837,0.6514354968491163
Police officers guarded the wreckage of the plane that crashed Tuesday in northeastern China.,0.38430207942110695,0.615697920578893
Supporters of Donald J. Trump at his election night party in New York last week.,0.32929349526363305,0.670706504736367
President Rodrigo Duterte of the Philippines in 2016.,0.48896644618978313,0.5110335538102169
"COASTING BY  Every other Saturday, for $75, architecture lovers can get a nearly three-hour boat tour that encircles Manhattan, with expert guides.",0.05407313951611692,0.9459268604838831
"Police stationed near the Inland Regional Center in San Bernardino, Calif., on Wednesday.",0.04366007333451827,0.9563399266654817
"Thousands of marchers, many of them holding rainbow flags and chanting slogans denouncing government policies that discriminate based on sexual orientation, filled the streets of Istanbul on Sunday.",0.27390882667952987,0.7260911733204701
Afghan security personnel outside the house in Jalalabad that was targeted by a suicide bomber on Sunday morning.,0.3245053482830038,0.6754946517169962
"Syrian rebels force civilians to flee eastern Aleppo, while the international community turns a blind eye.",0.897305225044667,0.102694774955333
"Rescue workers carrying a body of a foreign spy from the Splendid Hotel in Ouagadougou, Burkina Faso, on Saturday.",0.1738307904377021,0.8261692095622979
"Supporters in Ankara cheered screen images of Prime Minister Recep Tayyip Erdogan and his wife, Emine, on Sunday.",0.3687369543622613,0.6312630456377387
Members of an unsanctioned Beijing church gathered for prayer at its tiny office this month in preparation for a confrontation with the authorities.,0.3902126614492417,0.6097873385507583
Justice Danny K. Chun during Officer Peter Liang’s trial in State Supreme Court in Brooklyn. The judge is scheduled to sentence Mr. Liang this week in the fatal shooting of Akai Gurley in the stairwell of a housing project.,0.10631241163229632,0.8936875883677037
Members of the Free Syrian Army on Tuesday in Aleppo. Rebels said they had captured a strategic northern town.,0.26174107372662836,0.7382589262733716
"The funeral procession for former Mayor Thomas M. Menino, choreographed by Mr. Menino himself, wove its way through Boston on Monday.",0.12368918394741824,0.8763108160525818
Crowds riot in Tahrir Square in Cairo on Sunday as the news of Mohamed Morsi’s presidential victory was announced.,0.6235553075154401,0.37644469248455986
"Officer Edward M. Nero, center, one of six Baltimore police officers charged over their encounter with Freddie Gray, arrived for the start of his trial on Thursday.",0.2656207734030347,0.7343792265969653
"Nuns from the Missionaries of Charity in Kolkata, India, watched a live broadcast of the canonization ceremony of Mother Teresa on Sunday.",0.2696606125885255,0.7303393874114745
"President Obama was booed during his speech in Hanover, Germany, on Monday.",0.6670606144976745,0.33293938550232544
President Trump leaving Air Force One at Andrews Air Force Base in Maryland on Wednesday.,0.29232012443730226,0.7076798755626977
"Volkswagen cars being confiscated due to safety issues in Wolfsburg, Germany.",0.920096524104746,0.07990347589525401
"The Bay Bridge, a potential target for terrorist attacks, as seen from San Francisco at 10:41 a.m. on Wednesday.",0.4899776450151311,0.5100223549848689
"Senator Orrin Hatch will run against a former state senator and businessman, Dan Liljenquist, in a primary election for the Utah seat the senator has held since 1977.",0.30774714895963473,0.6922528510403653
Mayor Cory Booker of Newark announced his resignation amidst scandal at a news conference there on Saturday.,0.9180204951275507,0.08197950487244934
"Malik Mumtaz Hussain Qadri in 2011 after his arrest in the fatal shooting of Salmaan Taseer, a secular politician, in Islamabad, Pakistan.",0.3368162151803382,0.6631837848196618
"Lance Madison being arrested in September 2005 at the Danziger Bridge in New Orleans during which officers killed two people, including his brother.  He was cleared of wrongdoing.",0.6388787354413681,0.36112126455863186
"Vice President Joseph R. Biden Jr. with President Mwai Kibaki of Kenya, right, and Prime Minister Raila Odinga of Kenya on Tuesday in Nairobi.",0.17421599147150624,0.8257840085284938
"A student protester called on soldiers to return home as troops flooded into central Beijing on June 3, 1989, before the lethal suppression of the democracy protests around Tiananmen Square the night of June 3-4.",0.08321305749168106,0.9167869425083189
"Adrian Benepe, the New York City parks commissioner, was able to get a close-up view of a Eurasian Eagle Owl in 2004.",0.18597405283558688,0.8140259471644131
"Hugo Ball, a poet and Dadaist, wearing a Cubist costume at the Cabaret Voltaire in Zurich in 1916.",0.32182485419711093,0.6781751458028891
"President Recep Tayyip Erdogan, center left, with the leader of the Nationalist Movement Party, Devlet Bahceli, second from right, on Tuesday in Ankara.",0.104138919835421,0.895861080164579
"A police patrol on Sunday in Hakuba, Japan, where a magnitude-6.7 earthquake caused heavy damage. No deaths were reported.",0.31565072379780146,0.6843492762021985
"Top of the rue Champlain, photographed by Charles Marville in 1872. In the distance is where Baron Georges-Eugène Haussmann’s pristine Paris rises.",0.016405998396347266,0.9835940016036527
"Autumn Rose, left, and Amber McLaurin bowed their heads in prayer on Friday at a Call to Action gathering in a Tulsa park.",0.07352167157938372,0.9264783284206163
"For the filmmaker George Lucas, the American Graffiti Car Show festival in Modesto, Calif., this month was a homecoming of sorts to the town that both shaped his work and that he defined. During his stay, Mr. Lucas signed a few autographs, mostly posters and photographs from “Star Wars,” and was the grand marshal of a classic-car parade.",0.16148146355808324,0.8385185364419168
Secretary of State Rex W. Tillerson with Saudi officials in Riyadh on Saturday.,0.4481107430323591,0.5518892569676409
Marine Le Pen and Nicolas Dupont-Aignan plan to seize power in France.,0.7739200096240514,0.22607999037594864
President Obama greeting people who had come to hear him speak about his economic initiatives on Friday in Minneapolis.,0.13641742644914023,0.8635825735508598
"Near Ras Lanuf, Libya, on Friday, where rebel lines began to crumble before an onslaught of airstrikes and artillery fire.",0.15531417717570384,0.8446858228242962
Steve W. Stephens was being sought in connection with a fatal shooting in Cleveland on Sunday.,0.4874084815850186,0.5125915184149814
